date,routeer,door,gifts,womens one,womens two,mens,upstairs,location
4/14/13 14:55,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:55,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 14:55,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 14:56,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:56,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:56,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:56,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:56,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:56,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:56,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:57,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:57,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:57,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:57,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:57,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:57,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:57,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:57,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:57,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:57,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 14:58,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:58,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:58,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:58,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 14:58,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 14:58,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 14:59,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:59,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 14:59,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:59,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:59,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:59,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 14:59,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:00,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:00,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:00,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:00,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:01,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:01,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:01,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:01,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:02,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:02,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:02,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:02,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:03,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:04,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:04,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:05,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:05,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:05,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:05,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:05,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:05,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:05,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:05,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:05,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:05,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:06,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:06,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:06,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:06,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:06,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:07,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:07,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:07,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:07,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:08,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:08,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:08,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:08,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:08,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:08,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:09,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:09,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:09,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:09,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:10,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:10,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:10,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 15:11,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:11,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:11,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:11,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:11,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:11,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:11,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 15:11,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:11,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 15:12,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:12,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 15:12,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:12,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:12,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:12,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:12,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 15:12,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 15:12,00:13:a2:00:40:79:c2:16,,,1,,,,3
