date,routeer,door,gifts,womens one,womens two,mens,upstairs
4/14/2013 12:06,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:06,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:06,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:06,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:07,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:07,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:07,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:07,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:07,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:07,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:07,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:07,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:07,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:08,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:08,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:08,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:08,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:08,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:08,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:08,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:09,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:09,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:09,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:09,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:09,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:09,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:09,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:09,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:09,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:09,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:09,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:10,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:10,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:10,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:10,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:10,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:10,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:11,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:11,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:11,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:11,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:11,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:12,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:12,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:12,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:14,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:15,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:16,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:16,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:16,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:16,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:17,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:17,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:17,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:17,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:17,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:17,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:17,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:18,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:18,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:18,00:13:a2:00:40:8c:bc:00,,,,1,,
